,,,,Title,URL,Short Intro,Program Type,Courses,Level,Duration,Rating,Number of Reviews,Skills,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School
112,,,,Configuring Linux Web Servers,https://www.udacity.com/course/configuring-linux-web-servers--ud299,Your First Ubuntu Server,Free Course,,Advanced,Estimated timeApprox. 1 Week,,,,,"You should be comfortable with your terminal and working within a shell, if you need a refresher take a look at our Intro to the Shell.To actually get a web application up and running you should be familiar with the Python programming language and PostgreSQL. Programming Foundations with Python and Intro to Relational Databases can help you get up to speed if you feel you need some additional practice.See the Technology Requirements for using Udacity.",Intro to Linux Introduction to the Linux operating system and its many distributions.Setup your very own Linux virtual machine on your own computer and explore it.Learn how the filesystem is organized and identify key files.Introduction to the Linux operating system and its many distributions.Setup your very own Linux virtual machine on your own computer and explore it.Learn how the filesystem is organized and identify key files.Linux Security Execute administrative tasks  update the software on your system  install new software  and manage users.Learn how to implement even stronger authentication mechanisms  and how to interpret Linux file permissions.Configure a firewall to keep your system secure.Execute administrative tasks  update the software on your system  install new software  and manage users.Learn how to implement even stronger authentication mechanisms  and how to interpret Linux file permissions.Configure a firewall to keep your system secure.Web Application Servers Transform your secure and safe barebones server into a fully functional web application server.Install and configure an Apache HTTP Server and Postgre SQL database server.Write a basic Python WSGI application that can query a database and present that data upon a web request.Transform your secure and safe barebones server into a fully functional web application server.Install and configure an Apache HTTP Server and Postgre SQL database server.Write a basic Python WSGI application that can query a database and present that data upon a web request.,,,,,,,,Programming & Development
113,,,,How to Make an iOS App,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,From Drawing Board to App Store,Free Course,,Advanced,Estimated timeApprox. 3 Months,,,,,"Enrolling in this course assumes you have prior iOS development experience. The material won't cover the technical aspects of app development, instead serving as a guide through the process of building an app. Specifically, the course was built to support the final project in the iOS Developer Nanodegree and assumes mastery of the concepts taught in the following courses:UIKit FundamentalsiOS Networking with SwiftiOS Persistence and Core Data Please also note that submitting to the App Store, or loading your app to a physical device requires enrollment in the iOS Developer Program.See the Technology Requirements for using Udacity.",Research App Ideas Brainstorm and vet multiple app ideas.Begin to think about the UI elements used in each and get user feedback on the designs.Start thinking about relevant web APIs and libraries to use.Brainstorm and vet multiple app ideas.Begin to think about the UI elements used in each and get user feedback on the designs.Start thinking about relevant web APIs and libraries to use.Build Your App Choose an idea to pursue and build it!Share tips for getting started and dealing with code that doesn't work.How to submit to the App Store.Choose an idea to pursue and build it!Share tips for getting started and dealing with code that doesn't work.How to submit to the App Store.Reflect on the App Development Process What went well  and what was your biggest challenge?Becoming a better developer; what would you do differently next time?Tips on monitoring App Store feedback What went well  and what was your biggest challenge?Becoming a better developer; what would you do differently next time?Tips on monitoring App Store feedback,,,,,,,,Programming & Development
114,,,,Passwordless Login Solutions for Android,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,Add Account Kit and Facebook Login,Free Course,,Intermediate,Estimated timeApprox. 1 Week,,,,,"To get the most out of this course, you should have at least 3 months experience developing Android apps and familiarity using a third party SDK. If you lack this experience, please take our Developing Android Apps course prior to enrolling in this one. To follow along with course activities, you must create a Facebook for Developers account, which will provide access to the Facebook Platform.See the Technology Requirements for using Udacity.",Introduction to Passwordless Login Solutions Learn why users’ login preferences are so critical for your app Discover how Account Kit and Facebook Login positively impact the login experience Explore ways these solutions can expand the reach of your app Learn why users’ login preferences are so critical for your app Discover how Account Kit and Facebook Login positively impact the login experience Explore ways these solutions can expand the reach of your app Account Kit Create your Facebook for Developers account Configure authentication with Account Kit in a sample app Track app events and analytics Create your Facebook for Developers account Configure authentication with Account Kit in a sample app Track app events and analytics Facebook Login Configure authentication with Facebook Login for a sample app Learn best practices for asking users for permissions Explore Facebook Login analytics from real partner apps Configure authentication with Facebook Login for a sample app Learn best practices for asking users for permissions Explore Facebook Login analytics from real partner apps Testing Login Flow Learn strategies for handling many types of Facebook Authentication cases Test your app’s Login flow against these common use cases Learn strategies for handling many types of Facebook Authentication cases Test your app’s Login flow against these common use cases Introduction to the Graph APIUnderstand the best practices for asking permission from users to access their Facebook data Use the Graph API to add social features to an app Practice adding features like importing a photo and publishing a status update Understand the best practices for asking permission from users to access their Facebook data Use the Graph API to add social features to an app Practice adding features like importing a photo and publishing a status update,,,,,,,,Programming & Development
115,,,,Mobile Design and Usability for Android,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,"Learn how to design an intuitive, user-centered mobile app",Free Course,,Intermediate,Estimated timeApprox. 2 Weeks,,,,,"To get the most from this course, you should have prior experience developing web or mobile apps.See the Technology Requirements for using Udacity.",Designing for Usability Learn how to conduct user research Develop user types and use cases Apply the data you've collected to guide prototyping Learn how to conduct user research Develop user types and use cases Apply the data you've collected to guide prototyping Usability Testing Learn about popular usability testing methods Conduct user testing on an Android app Use insights gathered from users to guide a feature redesign Learn about popular usability testing methods Conduct user testing on an Android app Use insights gathered from users to guide a feature redesign,,,,,,,,Programming & Development
116,,,,Intro to Psychology,https://www.udacity.com/course/intro-to-psychology--ps001,The Science of Thought and Behavior,Free Course,,Beginner,Estimated timeApprox. 4 Months,,,,,"There are no prerequisites, but we encourage curiosity about human nature.See the Technology Requirements for using Udacity.",Introduction to Psychology Practice versus research.Industrial and organizational psychology.Forensic psychology.Practice versus research.Industrial and organizational psychology.Forensic psychology.Research Methods Sex chores correlation and correlation coefficients.Beach correlation study.High fives study.Sex chores correlation and correlation coefficients.Beach correlation study.High fives study.The biology of behavior Introducing Matt Sputnik and genetics.Timeline of humans and human evolution.Genetic code and dominance complexity.Introducing Matt Sputnik and genetics.Timeline of humans and human evolution.Genetic code and dominance complexity.Sensation and Perception Weight difference threshold.Mechanoreceptors and the Golden brain ceremony.Nearsightedness and the eye and the Odins eye theory.Weight difference threshold.Mechanoreceptors and the Golden brain ceremony.Nearsightedness and the eye and the Odins eye theory.Psychological development Nature vs nurture.Developmental stages and domains.Prenatal exposure.Nature vs nurture.Developmental stages and domains.Prenatal exposure.Consciousness Coma and consciousness  and attention.Meditation.The function of sleep  sleep apnea and Insomnia.Coma and consciousness  and attention.Meditation.The function of sleep  sleep apnea and Insomnia.Depressants  Hallucinogens and Opioids Barbituates and benzodiazapines  alcohol and other depressants.Heroin and other opioids  cannabis  marijuana effects.Psilocybin for terminal illness  MDMA for PTSD.Barbituates and benzodiazapines  alcohol and other depressants.Heroin and other opioids  cannabis  marijuana effects.Psilocybin for terminal illness  MDMA for PTSD.Memory H.M. or Henry Molaison  removal of the hippocampi.Sensory memory  central executive.Introduction to long-term memory.H.M. or Henry Molaison  removal of the hippocampi.Sensory memory  central executive.Introduction to long-term memory.And much more...Language  intelligence  motivation and emotion.Stress and health  personality.Social behavior  psychological disorders.Language  intelligence  motivation and emotion.Stress and health  personality.Social behavior  psychological disorders.,,,,,,,,Programming & Development
117,,,,Engagement & Monetization | Mobile Games,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,How to make Money with your Games,Free Course,,Beginner,Estimated timeApprox. 3 Weeks,,,,,"Some experience with Java, Android Studio, and activities is very helpful for coding in your own ads, otherwise minimal technical experience is required.See the Technology Requirements for using Udacity.",Engagement Learn the best design strategies to build an addictive game.Designing game difficulty  and including competition and social networks to get players more involved.Inspiring engagement is critical for a game to produce revenue in the long-term.Learn the best design strategies to build an addictive game.Designing game difficulty  and including competition and social networks to get players more involved.Inspiring engagement is critical for a game to produce revenue in the long-term.Monetization Models Monetization strategies for both paid games and free-to-download “freemium” games.A comparison of both premium and freemium models.How to effectively implement ads and in-app purchases.Monetization strategies for both paid games and free-to-download “freemium” games.A comparison of both premium and freemium models.How to effectively implement ads and in-app purchases.Best Publishing Practices Get useful player feedback  and how to test out versions of your game with A/B testing.Design strategies for choosing what will appear in the app store—like icons and screenshots.Get your game to stand out against the competition.Get useful player feedback  and how to test out versions of your game with A/B testing.Design strategies for choosing what will appear in the app store—like icons and screenshots.Get your game to stand out against the competition.,,,,,,,,Programming & Development
118,,,,Intro to Inferential Statistics,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,Making Predictions from Data,Free Course,,Beginner,Estimated timeApprox. 2 Months,,,,,"This course assumes basic understanding of Descriptive Statistics, specifically the following:calculating the mean and standard deviation of a data setcentral limit theoreminterpreting probability and probability distributionsnormal distributions and sampling distributionsnormalizing observationsIf you need a refresher, check out our Descriptive Statistics course! The course also utilizes Google Spreadsheets as a tool.See the Technology Requirements for using Udacity.",Estimation Estimate population parameters from sample statistics using confidence intervals.Estimate the effect of a treatment.Estimate population parameters from sample statistics using confidence intervals.Estimate the effect of a treatment.Hypothesis Testing How to determine if a treatment has changed the value of a population parameter.How to determine if a treatment has changed the value of a population parameter.t-tests How to test the effect of a treatment.Compare the difference in means for two groups when there are small sample sizes.How to test the effect of a treatment.Compare the difference in means for two groups when there are small sample sizes.ANOVALearn how to test whether or not there are differences between three or more groups.Learn how to test whether or not there are differences between three or more groups.Correlation Learn how to describe and test the strength of a relationship between two variables.Learn how to describe and test the strength of a relationship between two variables.Regression How changes in one variable are related to changes in a second variable.How changes in one variable are related to changes in a second variable.Chi-squared Tests Learn how to compare and test frequencies for categorical data.Learn how to compare and test frequencies for categorical data.,,,,,,,,Data Science
119,,,,Data Analysis and Visualization,https://www.udacity.com/course/data-analysis-and-visualization--ud404,Offered at Georgia Tech as CSE 6242,Free Course,,Intermediate,Estimated timeApprox. 16 Weeks,,,,,"Programming experienceMathematics: basic linear algebra, calculus, introductory probability No background in machine learning is requiredSee the Technology Requirements for using Udacity.",Programming in RThe R Programming Language R Programming Syntax R Programming and Data Structures The R Programming Language R Programming Syntax R Programming and Data Structures Data Analysis Data Preprocessing Data Processing Data Visualization Data Preprocessing Data Processing Data Visualization Regression Logistic Regression Linear Regression Regularization Logistic Regression Linear Regression Regularization,,,,,,,,Data Science
120,,,,Oracle Autonomous Database Administration,https://www.udacity.com/course/oracle-autonomous-database-administration--cd12502,Take your DBA skills knowledge to the next level by learning to deploy and administer autonomous databases.,Free Course,,Beginner,Estimated timeApprox. 1 Week,,,,,"No prerequisite required for this course. Anyone who is interested in learning the basics of Oracle Autonomous Database Administration can enroll.
See the Technology Requirements for using Udacity.","Autonomous Database on Shared Infrastructure Learn provisioning and scaling.Manage ADB users  backup  and restores.Explore Autonomous Data Guard.
Learn provisioning and scaling.Manage ADB users  backup  and restores.Explore Autonomous Data Guard.
Autonomous Database on Dedicated Infrastructure Describe workflows and functionality.Provision dedicated resources: Exadata  container database  and VM Cluster.Manage maintenance scheduling (patching) and encryption keys.Describe workflows and functionality.Provision dedicated resources: Exadata  container database  and VM Cluster.Manage maintenance scheduling (patching) and encryption keys.Managing & Monitoring Autonomous Database Set up ACLs  private end points  and service notifications.Monitor auto scaling and auto indexing.Use REST APIs in ADB.Configure disaster recovery (Autonomous Data Guard).Set up ACLs  private end points  and service notifications.Monitor auto scaling and auto indexing.Use REST APIs in ADB.Configure disaster recovery (Autonomous Data Guard).Autonomous Database Tools Explore APEX.Explore Oracle Machine Learning.Learn about data analysis and data transforms.Explore APEX.Explore Oracle Machine Learning.Learn about data analysis and data transforms.Developing on Autonomous Database Use Autonomous JSON database.Use Oracle Text.Learn about Spatial on Oracle Autonomous Database.Use Autonomous JSON database.Use Oracle Text.Learn about Spatial on Oracle Autonomous Database.Migration Learn about migration options and considerations.Migrate to Autonomous Database.Learn about migration options and considerations.Migrate to Autonomous Database.",,,,,,,,Cloud Computing
121,,,,Oracle Cloud Infrastructure Architect Associate,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-associate--cd12503,Uplevel with in-demand OCI skills that can help you advance your career.,Free Course,,Intermediate,Estimated timeApprox. 1 Week,,,,,"No prerequisites required for this course. Anyone who is interested in learning the key concepts and features of Oracle Cloud Infrastructure can enroll.
See the Technology Requirements for using Udacity.",OCI Introduction Get an overview of OCI.Dive into OCI architecture.Get an overview of OCI.Dive into OCI architecture.Oracle Cloud Free Tier Account Sign up for an Oracle Cloud free tier account.Walk through the OCI Console.Sign up for an Oracle Cloud free tier account.Walk through the OCI Console.Identity and Access Management (IAM)Learn about IAM  Auth N  and Auth Z.Understand compartments  policies  and network services.Explore tag-based access control and dynamic groups.Learn about IAM  Auth N  and Auth Z.Understand compartments  policies  and network services.Explore tag-based access control and dynamic groups.Networking: Virtual Cloud Network Learn about VCN  security lists  and NSG.Understand concepts like Bastion and gateways (internet  service  and NAT).Explore route tables.Learn about VCN  security lists  and NSG.Understand concepts like Bastion and gateways (internet  service  and NAT).Explore route tables.Networking: Connectivity Learn about connectivity options.Understand the concept of dynamic routing gateway.Understand the concept of remote peering connection.Explore site-to-site VPN  VPN Connect  and Fast Connect.Learn about connectivity options.Understand the concept of dynamic routing gateway.Understand the concept of remote peering connection.Explore site-to-site VPN  VPN Connect  and Fast Connect.Networking: Load Balancer Get introduced to load balancers.Dive into the concepts of public and private load balancers.Become versed in load balancer policies and health checks.Learn about Network Load Balancing.Get introduced to load balancers.Dive into the concepts of public and private load balancers.Become versed in load balancer policies and health checks.Learn about Network Load Balancing.Networking: DNS Management Learn about OCI DNS Management.Undersatand public DNS and private DNS zones.Grasp traffic management.Learn about OCI DNS Management.Undersatand public DNS and private DNS zones.Grasp traffic management.Networking: Other Services Explore the Inter-region Latency dashboard.Learn about the Network Visualizer tool.Explore IPv6 with Oracle.Build knowledge about BYOIP.Understand VCN flow logs.Explore the Inter-region Latency dashboard.Learn about the Network Visualizer tool.Explore IPv6 with Oracle.Build knowledge about BYOIP.Understand VCN flow logs.Compute Get an overview of compute services.Learn to use the platform and custom images.Understand the difference between bare metal  VM  and dedicated hosts.Explore dedicated VM hosts.Understand vertical and autoscaling in terms of computing.Explore the OS Management Service.Learn about shielded instances.Get an overview of compute services.Learn to use the platform and custom images.Understand the difference between bare metal  VM  and dedicated hosts.Explore dedicated VM hosts.Understand vertical and autoscaling in terms of computing.Explore the OS Management Service.Learn about shielded instances.Object Storage Learn about object storage resources and characteristics.Learn about managing buckets and objects.Explore object storage tiers and auto-tiering.Understand object lifecycle management.Grasp object storage replication.Learn about object storage retention rules and logging.Understand securing object storage.Learn about object storage resources and characteristics.Learn about managing buckets and objects.Explore object storage tiers and auto-tiering.Understand object lifecycle management.Grasp object storage replication.Learn about object storage retention rules and logging.Understand securing object storage.Block Storage Get an overview of block volume and boot volume.Explore block volume performance  backups  and clones.Understand cross region replication.Understand volume groups and encryption.Get an overview of block volume and boot volume.Explore block volume performance  backups  and clones.Understand cross region replication.Understand volume groups and encryption.File Storage Dive into file storage concepts and NFS export options.Understand file system paths  snapshots  and cloning.Learn about in-transit encryption.Learn about file storage security.Understand file system usage and metering.Dive into file storage concepts and NFS export options.Understand file system paths  snapshots  and cloning.Learn about in-transit encryption.Learn about file storage security.Understand file system usage and metering.Database Get introduced to OCI database services.Dive into DB systems: provisioning  operations  and maintenance.Explore autonomous database provisioning and administration.Learn about monitoring database services.Learn about external database services.Understand database migration.Get introduced to OCI database services.Dive into DB systems: provisioning  operations  and maintenance.Explore autonomous database provisioning and administration.Learn about monitoring database services.Learn about external database services.Understand database migration.Security Get introduced to security services.Explore Cloud Guard (concepts  problems  recipes  and notifications).Dive into security zones and Security Advisor.Understand vaults  keys  and secrets.Get introduced to security services.Explore Cloud Guard (concepts  problems  recipes  and notifications).Dive into security zones and Security Advisor.Understand vaults  keys  and secrets.Observability and Management Introduction Get introduced to observability.Get introduced to observability.Observability and Management: Monitoring Learn key concepts about monitoring services.Learn about notification services  service metrics  and alarms.Understand building queries and managing alarms.Learn key concepts about monitoring services.Learn about notification services  service metrics  and alarms.Understand building queries and managing alarms.Observability and Management: Logging Get an overview of Oracle's logging service.Study custom logs.Access  search  and explore logs.Learn about service connectors.Get an overview of Oracle's logging service.Study custom logs.Access  search  and explore logs.Learn about service connectors.Prepare for OCI Architect Associate Certification Prep for the certification.Practice sample exam questions.Prep for the certification.Practice sample exam questions.,,,,,,,,Cloud Computing
122,,,,Oracle Cloud Infrastructure Architect Professional,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-professional--cd12504,Gain new expertise in architecting infrastructure using OCI services.,Free Course,,Advanced,Estimated timeApprox. 1 Week,,,,,"We recommend that you complete the Oracle Cloud Infrastructure Architect Associate course before taking this course.
See the Technology Requirements for using Udacity.","Oracle Cloud Free Tier Account Sign up for an Oracle Cloud free tier account.Walk through OCI Console.Sign up for an Oracle Cloud free tier account.Walk through OCI Console.Design and Implement a Real-World Network Architecture Build a network architecture.Build a network architecture.Design Scalable and Elastic Resilient Solutions for HA and DRLearn about high availability and disaster recovery.Learn about high availability and disaster recovery.Design Cloud-Native  Microservices  & Serverless Architecture Overview microservices architecture.Understand containerization.Manage OCIR.Create OKE cluster and deploy apps to OKE.Understand functions: overview  concepts  triggers  and use cases.Learn about API Gateway; create and monitor APIs.Overview microservices architecture.Understand containerization.Manage OCIR.Create OKE cluster and deploy apps to OKE.Understand functions: overview  concepts  triggers  and use cases.Learn about API Gateway; create and monitor APIs.Deliver Infrastructure-as-code Get an introduction to Terraform and configurations.Explore OCI Resource Manager.Sync Resource Manager and infrastructure.Get an introduction to Terraform and configurations.Explore OCI Resource Manager.Sync Resource Manager and infrastructure.Deploy Oracle Database Cloud Service Explore custom database software images and DB security.Learn about Exa CS DB changes.Learn about DBCS (monitoring metrics and events).Dive into DBCS cloning.Explore custom database software images and DB security.Learn about Exa CS DB changes.Learn about DBCS (monitoring metrics and events).Dive into DBCS cloning.Deploy Oracle Autonomous Database Learn about provisioning and scaling.Learn about cloning  backup  restore  and patching.Explore Autonomous Data Guard.Understand database actions.Learn about provisioning and scaling.Learn about cloning  backup  restore  and patching.Explore Autonomous Data Guard.Understand database actions.Design for Hybrid Cloud Architecture Explore the Oracle Cloud VMware Solution (overview  use cases  and SDDC deployment).Access Microsoft Azure.
Explore the Oracle Cloud VMware Solution (overview  use cases  and SDDC deployment).Access Microsoft Azure.
Migrate On-Premises Workloads to OCILearn about data migration (offline transport and online transport).Learn methods and best practices of database migration.Migrate to OCI DBCS.Learn about data migration (offline transport and online transport).Learn methods and best practices of database migration.Migrate to OCI DBCS.Design for Security and Compliance Learn concepts and policies of OCI WAF.Dive into certificates and OS Management.Understand vulnerability scanning.Explore Oracle Data Safe in OCI.Learn concepts and policies of OCI WAF.Dive into certificates and OS Management.Understand vulnerability scanning.Explore Oracle Data Safe in OCI.Real-World Architectures Explore hub-spoke architecture.Explore HPC architecture.Explore security architecture.Explore hub-spoke architecture.Explore HPC architecture.Explore security architecture.Prepare for OCI Architect Professional Certification Prep for certification.Practice with sample exam questions.Prep for certification.Practice with sample exam questions.Continue Your Journey What's next?What's next?",,,,,,,,Cloud Computing
123,,,,Oracle Cloud Infrastructure Foundations,https://www.udacity.com/course/oracle-cloud-infrastructure-foundations--cd12505,Develop foundational knowledge of OCI Cloud Services.,Free Course,,Beginner,Estimated timeApprox. 1 Week,,,,,"No prerequisites required for this course. Anyone who is interested in learning the basics of Oracle Cloud Infrastructure can enroll.
See the Technology Requirements for using Udacity.",OCI Introduction Overview of OCI.Learn about OCI Architecture.Overview of OCI.Learn about OCI Architecture.Oracle Cloud Free Tier Account Sign up for an Oracle Cloud free tier account.Walk through OCI Console.Sign up for an Oracle Cloud free tier account.Walk through OCI Console.Identity & Access Management Identity concepts and resources related to OCI IAM.Learn about compartments.Differentiate between Auth N and Auth Z.Explore tenancy setup.Identity concepts and resources related to OCI IAM.Learn about compartments.Differentiate between Auth N and Auth Z.Explore tenancy setup.Networking Learn the concept of routing.Dive into security lists and Network Security Group (NSG).Understand the purpose of a network load balancer.Learn the concept of routing.Dive into security lists and Network Security Group (NSG).Understand the purpose of a network load balancer.Compute Learn instance basics.Differentiate vertical scaling and autoscaling.Ecplore OS Management  patch management  and package management.Learn instance basics.Differentiate vertical scaling and autoscaling.Ecplore OS Management  patch management  and package management.Storage Learn about OCI Object Storage and OCI File Storage.Explore block volume tiers and encrypted block volumes.Learn about data migration.Learn about OCI Object Storage and OCI File Storage.Explore block volume tiers and encrypted block volumes.Learn about data migration.Database Study autonomous databases.Dive into virtual machines and bare metal options.Explore My SQL Database Service.Study autonomous databases.Dive into virtual machines and bare metal options.Explore My SQL Database Service.Application Development Learn about developer services.Learn about Oracle Container Engine.Explore API Gateway  functions  and Resource Manager.Learn about developer services.Learn about Oracle Container Engine.Explore API Gateway  functions  and Resource Manager.Observability & Management Explore Oracle's monitoring service.Understand metrics and alarms.Understand logging analytics.Explore Oracle's monitoring service.Understand metrics and alarms.Understand logging analytics.Analytics and AIStudy data integration.Explore data flow and data catalog capabilities.Explore data science concepts.Study data integration.Explore data flow and data catalog capabilities.Explore data science concepts.Security Learn about security zones and security advisor.Understand vulnerability scanning.Learn about keys  Vault  OCI WAF  and OCI Bastion.Learn about security zones and security advisor.Understand vulnerability scanning.Learn about keys  Vault  OCI WAF  and OCI Bastion.Hybrid Cloud Understand dedicated regions.Explore Oracle Cloud VMware Solution.Understand dedicated regions.Explore Oracle Cloud VMware Solution.Governance & Administration Learn about pricing models.Learn about cost management.Learn the concept of tagging.Learn about pricing models.Learn about cost management.Learn the concept of tagging.Prepare for OCI Foundations Associate Certification Prep for certification.Practice sample exam questions.Prep for certification.Practice sample exam questions.Continue Your Journey What's next?What's next?,,,,,,,,Cloud Computing
124,,,,Oracle Cloud Infrastructure Operations Professional,https://www.udacity.com/course/oracle-cloud-infrastructure-operations-professional--cd12506,Learn operational activities in the OCI ecosystem.,Free Course,,Beginner,Estimated timeApprox. 1 Week,,,,,"No prerequisites required for this course. Anyone who is interested in learning the basics of Oracle Cloud Infrastructure can enroll.
See the Technology Requirements for using Udacity.",Introduction Interact with OCI: Console  CLI  SDK  and API.Learn about OCI CLI authentication and syntax.Interact with OCI: Console  CLI  SDK  and API.Learn about OCI CLI authentication and syntax.Resource & Configuration Management Understand configuration management.Learn about Ansible with OCI.Study Terraform (configuration  install  and plan).Explore OCI Resource Manager.Understand configuration management.Learn about Ansible with OCI.Study Terraform (configuration  install  and plan).Explore OCI Resource Manager.Common Operational Activities Explore OS management with Windows and Oracle Linux.Learn the concept of load balancing.Explore OCI Traffic Management Service.Differentiate between block storage and file storage.Explore OCI Object Storage Service.Learn about replication  versioning  retention rules  and security.Explore OS management with Windows and Oracle Linux.Learn the concept of load balancing.Explore OCI Traffic Management Service.Differentiate between block storage and file storage.Explore OCI Object Storage Service.Learn about replication  versioning  retention rules  and security.Troubleshooting & Disaster Recovery Troubleshoot compute via diagnostic interrrupt.Troubleshoot compute performance.Explore private connectivity: IPSec VPN and Fast Connect.Troubleshoot load balancers  backend set  and shared block volumes.Troubleshoot file storage instances and orphaned mount targets.Troubleshoot compute via diagnostic interrrupt.Troubleshoot compute performance.Explore private connectivity: IPSec VPN and Fast Connect.Troubleshoot load balancers  backend set  and shared block volumes.Troubleshoot file storage instances and orphaned mount targets.Identity & Access Management Get introduced to IAM.Differentiate between Auth Z and Auth N.Learn common policies and conditional policies.Learn dynamic groups  federation  and identity domains.Get introduced to IAM.Differentiate between Auth Z and Auth N.Learn common policies and conditional policies.Learn dynamic groups  federation  and identity domains.Security Services Explore Cloud Guard (concepts  problems  recipes  and notifications).Learn about Security Zones and Security Advisor.Learn encryption basics.Explore Vaults  keys  and secrets.Explore Bastion  WAF  vulnerability scanning  and certificates.Explore Cloud Guard (concepts  problems  recipes  and notifications).Learn about Security Zones and Security Advisor.Learn encryption basics.Explore Vaults  keys  and secrets.Explore Bastion  WAF  vulnerability scanning  and certificates.Observability & Management Get introduced to observability.Learn about monitoring (notification services  metrics  and alarms).Learn about logging services.Access  search  and explore logs.Get introduced to observability.Learn about monitoring (notification services  metrics  and alarms).Learn about logging services.Access  search  and explore logs.Billing & Cost Management Understand cost analysis.Calculate and optimize cost (compute  block  file  object storage  and networking).Learn about software licensing models.Understand cost analysis.Calculate and optimize cost (compute  block  file  object storage  and networking).Learn about software licensing models.Governance & Administration Manage service limits and quotas.Learn about Cloud Advisor and organization management.Manage service limits and quotas.Learn about Cloud Advisor and organization management.Prepare for OCI Operations Professional Certification Prep for certification.Practice sample exam questions.Prep for certification.Practice sample exam questions.Continue Your Journey What's next?What's next?,,,,,,,,Cloud Computing
125,,,,Introduction to Digital Project Management,https://www.udacity.com/course/introduction-to-digital-project-management--ud043,Learn the basics of digital project management that will set you up for a high-paying career.,Free Course,,Beginner,Estimated timeApprox. 1 Week,,,,,"Students are only required to have professional fluency in English.
See the Technology Requirements for using Udacity.",Introduction Define digital project management Identify business stakeholders Define digital project management Identify business stakeholders Navigating Your Professional Project Management Goals Identify core project management skills Define related career paths Learn more about the Project Management Professional (PMP) exam Project-manage your own career path using a five-step plan Identify core project management skills Define related career paths Learn more about the Project Management Professional (PMP) exam Project-manage your own career path using a five-step plan Digital Project Management Lifecycle Distinguish the difference between digital and traditional project management Identify common business justifications for initiating digital projects Define the five key stages of the project management lifecycle Distinguish the difference between digital and traditional project management Identify common business justifications for initiating digital projects Define the five key stages of the project management lifecycle,,,,,,,,Business
126,,,,Rapid Prototyping,https://www.udacity.com/course/rapid-prototyping--ud723,Building Apps for Web and Mobile,Free Course,,Intermediate,Estimated timeApprox. 3 Weeks,,,,,"This course has no formal prerequisites, but you will get a lot more out of the instruction and exercises if you’ve got a product idea. If you’ve completed our Product Design course, you can leverage your app mockups from that course to get a headstart in this one!See the Technology Requirements for using Udacity.",Low-Fidelity Prototypes & User Research Learn the fundamentals of prototyping.How to make paper prototypes and present them to users.Learn the fundamentals of prototyping.How to make paper prototypes and present them to users.Medium-Fidelity Prototypes with in Vision Learn how to incorporate feedback.Make interactive prototypes using In Vision.How to conduct further user research remotely.Learn how to incorporate feedback.Make interactive prototypes using In Vision.How to conduct further user research remotely.Lifelong Prototyping Learn how to refine your prototypes further.How to involve prototyping and user research in new app features.How to present your prototypes and research.Learn how to refine your prototypes further.How to involve prototyping and user research in new app features.How to present your prototypes and research.,,,,,,,,Product Management
127,,,,Creating an Analytical Dataset,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,Prepare data for analysis and modeling,Free Course,,Beginner,Estimated timeApprox. 2 Weeks,,,,,"No programming experience requiredInterested in using data to make better business decisionsAlteryx license (provided to nanodegree students at no cost, compatible with Windows only)See the Technology Requirements for using Udacity.",Understanding Data Learn to identify structured  unstructured  and semistructured data.Get an introduction to the most common data types.Learn about the most common sources of data.Learn to identify structured  unstructured  and semistructured data.Get an introduction to the most common data types.Learn about the most common sources of data.Data Issues Learn to clean dirty data.Learn to how to adjust for missing data.Be able to identify and correct outliers.Learn to clean dirty data.Learn to how to adjust for missing data.Be able to identify and correct outliers.Data Formatting Learn about the importance of data format for analysis.Transpose  aggregate  and cross tabulate data.Learn how to use parse data.Learn about the importance of data format for analysis.Transpose  aggregate  and cross tabulate data.Learn how to use parse data.Data Blending Learn how to merge data from multiple sources.Learn to use common data blending techniques.Explore fuzzy matching and spatial analysis Learn how to merge data from multiple sources.Learn to use common data blending techniques.Explore fuzzy matching and spatial analysis,,,,,,,,Business
